,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
2085,3907,01E2M2M2RFENP97VFZ3SXKV7C2,staple top one reach make absolute sense choose option made softest cotton find,kid baby month infant girl outerwear j unknown name detail dtype object,essential pima cotton crewneck tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2086,3908,01E2M2SQ0BYTY354G671SZJJ20,versatile staple reach time easy mock neck perfect layering right amount stretch,kid girl toddler girl pajama k unknown name detail dtype object,mock neck top,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2087,3909,01E2M2CWJAEVMVAE4138FWH17F,square neckline finely ribbed texture embolden tank knit solid color easy versatility effortless layering,kid girl toddler girl outerwear jus unknown name detail dtype object,square neck sweater tank,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2088,3910,01E2M2NQX5R4XMSJEXAD9WXBV4,gently rumpled satin lends liquid loveliness slinky skirt form fitting flared,jewelry accessory sunglass reader round oval unknown name detail dtype object,slip skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2089,3911,01E2M2DN1VCZ0H0C990MW5KX6Y,rich textural mix suede leather hardy platform sole distinguish classic low top sneaker,kid baby month infant girl dress jus unknown name detail dtype object,janna low top sneaker,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2090,3912,01E2M0303FMMW6EVNSXWK8N3PQ,indispensable wardrobe builder slim tee elevated scooped neckline stretch modal fabrication,kid shoe baby month baby boy unknown name detail dtype object,deep scoop neck tee,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2091,3913,01E2M04C50MCDAS510QJEWK19Q,clean line work together graceful draping tie fronted skirt show impeccable style,men store apparel short unknown name detail dtype object,tie front asymmetrical hem skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2092,3914,01E2M0JJ3KBR6DFVSQCTN047M6,delightfully dappled impressionist blossom airy pleated culotte made italian fabric lovely way change look,jewelry accessory watch fine jewelry unknown name detail dtype object,micro painted floral print culotte,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2093,3915,01E2M0K16D11TYQRW06A7A2BRB,trench closet elevated staple softly structured italian linen blend deep side slit playing effortless look feel,men store apparel casual button shirt unknown name detail dtype object,side slit trench coat,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2094,3916,01E2M01F2MC8WJP444Q3197A66,hit slope street lofty puffer weather beating feature like ribbed storm cuff drawcord hem help keep element,jewelry accessory accessory wrap scarf sq unknown name detail dtype object,hooded puffer jacket,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2095,3917,01E2M046YXSDFK70J12K4KYSQF,fluttering blossom cut touchable crinkled silk beauty blouse add graceful charm outfit day,saks beauty place color foundation primer unknown name detail dtype object,floral micropleat long sleeve silk shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2096,3918,01E2M05R6AF6TH9E7E0CYP76FN,furry high pile fleece add irresistible softness cozy jacket never want take,jewelry accessory sunglass reader aviator unknown name detail dtype object,teddy jacket,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2097,3919,01E2M01XYZAMT2XM1KQ1CASYK2,split neckline update boxy pullover made soft warm optimal blend wool cashmere,men store apparel outerwear parka puffer qu unknown name detail dtype object,split neck wool cashmere sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2098,3920,01E2M0CKS3AX3NF1WGZM1EP6QJ,endless appeal pure cashmere sweater beautifully enhanced slouchy turtleneck longer length,home hi tech home pillow throw unknown name detail dtype object,side slit cashmere turtleneck sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2099,3921,01E2M04GYPFE9T7JBSDWY2454W,sharp pintuck detail front season spanning pant gently flared cut ideal length showcase whatever footwear choose,kid boy toddler boy top kid b unknown name detail dtype object,pintuck stove pipe cotton blend trouser,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2100,3922,01E2M34447KDAA41R4YQZSC67F,layered platform cork jute put summery finish thong sandal secured stretchy strap around ankle,men store apparel sportscoats blazer unknown name detail dtype object,flint espadrille thong sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2101,3924,01E2KMWHKJ3AVB8CRFEMJ9W1ZR,bias cut satin skirt season versatile staple lustrous version ready pop lot look fun fancy,men store apparel outerwear peacoat overcoa unknown name detail dtype object,satin slip skirt,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2102,3925,01E2KMAH730W0FT4NVQ2FF4WVF,essence staple piece frequent wear slim fitting stretch silk shirt timelessly stylish smart choice,jewelry accessory watch fashion jewelry acce unknown name detail dtype object,slim fit stretch silk shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2103,3926,01E2KMSYX7RC33K5944NX85BD8,classic blazer get slightly softened work well office duty,kid baby gear blanket unknown name detail dtype object,single button blazer,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2104,3927,01E2KN0ZD3Q362K9R50K6586VZ,feel ease heathered cotton blend pullover styled sporty raglan sleeve,unknown unknown name detail dtype object,raglan sleeve pullover,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2105,3928,01E2KMMBK8QFH6PSHAMFK7B4AZ,stretch leather upper brings sleek look comfortable fit sporty slip sneaker kicked platform cupsole,men store apparel denim slim unknown name detail dtype object,saxon slip sneaker,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2106,3929,01E2KMQ73BBTAW0CGQ2E6WSV5J,buttery butter colored leather level luxe modern wrap skirt fastened color matched belt,kid girl girl outerwear kid boy unknown name detail dtype object,belted leather wrap skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2107,3930,01E2KMVAQY8Z85KXNVK9YVYBD1,slim ribbing graceful neckline bring refined appeal soft cotton staple sweater,men store apparel loungewear pajama robe gi unknown name detail dtype object,ribbed boat neck cotton sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2108,3931,01E2KN4FRSGZFQDHWGN6X1G8A0,italian knit add sheen streamlined sweater perfect layering simply shining,kid baby month infant girl dress unknown name detail dtype object,metallic ribbed mock neck sweater,unknown,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2109,3932,01E2KMVMH4TFYKKX05YX374BY6,rounded strap buttery soft sheepskin secure minimalist sandal ready fun sun,men store apparel sweatshirt hoodies q unknown name detail dtype object,hazen flat sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2110,3933,01E2KN02JZYCNVBTYW8NM67SVH,elevated staple ideal warmer month pleated leg culotte crisp italian crepe combine tailored polish flowy ease,men store apparel polo tee shirt unknown name detail dtype object,pleat front culotte,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2111,3935,01E2KMK2RX985F4CR30P76GRE3,put swish sway style agenda lustrous silk skirt designed ruffle rendered neutral hue,jewelry accessory sunglass reader round oval unknown name detail dtype object,shirred ruffle panel silk skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2112,3936,01E2KMG14HZG2C1HA3WR8SFPNX,sleek comfortable flattering legging made plenty stretch kicky ankle baring hem,kid baby month set baby unknown name detail dtype object,crop legging,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2113,3937,01E602MKQR83Y819RPMJ9K7X36,gently oversized silhouette open knit relaxes classic cable sweater done luxe yarn blend feature merino wool cashmere,men store accessory hat visor hat jewel unknown name detail dtype object,open cable knit wool cashmere blend sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2114,3938,01E5ZYHMTKC1VWNNZ4N3GJN7QG,essence staple piece frequent wear classic v neck top made extra soft pima cotton stylish smart,old skin care anti aging old skin care brightenin unknown name detail dtype object,pima cotton v neck top,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2115,3939,01E602VANY403KHTGNN12374EA,three hook loop webbing strap secure fit stylishly elevated sport sandal ideal leisurely trek anywhere beach urban jungle,men store apparel polo tee polo unknown name detail dtype object,carver sport sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2116,3940,01E603EQDS6KVMG8REH8YZ9DJY,boxed cropped style make neat style point cashmere sweater wear everywhere,jewelry accessory sunglass reader round oval unknown name detail dtype object,fitted crop cashmere sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2117,3941,01E60409E0KNW71BM84J04S2BS,stripe always smart choice show softest way long sleeve tee cut pima cotton blend,jewelry accessory sunglass reader aviator unknown name detail dtype object,feeder stripe long sleeve pima cotton blend top,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2118,3942,01E2M2YXYECWBY0YF9SCYCA997,airy elegant silk blouse get little flirt flow slit centering back,men store apparel pant sweatpants jogger unknown name detail dtype object,back slit short sleeve silk blouse,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2119,3943,01E2M1BX3SA7KJKMPSDG9P8YY5,dropped shoulder oversized fit give versatile chic blouse decidedly laid back feel perfect everyday wear,home hi tech hg olddnu dining entertaining tab unknown name detail dtype object,boxy button blouse,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2120,3946,01E2KMMKQC6TGEPJWH6NRE0MZR,simple curved seam join center hemline add right swirl japanese made stretch kissed skirt,jewelry accessory sunglass reader round oval unknown name detail dtype object,asymmetrical seam skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2121,3948,01E2KMK7MY76XH7MSKKQPCWWB2,knit luscious mix wool cashmere slouchy pullover hoodie take elevated style,men store apparel polo tee shirt unknown name detail dtype object,raglan sleeve wool cashmere hoodie,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2122,3949,01E2M0VE1KD1NHNY3JP93ZM78W,textural ribbing softly structure front mixed medium dress styled straight cut slit back ease movement,jewelry accessory sunglass reader cateye je unknown name detail dtype object,mix rib turtleneck dress,unknown,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2123,3953,01E2KMACCVKAGD4G8GS1KV5BTT,update sunny day style breezy linen blend pant softly structured topstitched center seam,men store apparel sportscoats blazer unknown name detail dtype object,topstitch seam linen blend trouser,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2124,3955,01E2KMPK3HBAFPM8ST0PVZZMTC,lustrous silk blouse add instant elegance whatever look putting together,kid baby month infant boy top kid unknown name detail dtype object,band collar long sleeve silk blouse,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2125,3956,01E2M1059ZHX4NSQ82JMVZ611R,lively pattern spark joy silk blend dress,jewelry accessory sunglass reader round oval unknown name detail dtype object,star dot silk blend sleeveless dress,unknown,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2126,3957,01E2M2SD8EZQA45K8F4VH1MP59,want keep contrast detailing low key level turn cuff cashmere crewneck knit double faced design,men store apparel sweater unknown name detail dtype object,double layer cashmere crewneck sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2127,3958,01E2KYNR5C10X9DGHYRTWKA7MV,trend right utility detail draped fit offer casual cool silk blend blouse want add must wear list,jewelry accessory accessory fur fur trimmed j unknown name detail dtype object,easy utility silk blend button shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2128,3962,01E2KKN9X9ES0CSP104SJZ0937,timelessly simple option make dress day breeze ease,kid girl accessory unknown name detail dtype object,long sleeve shift dress,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2129,3967,01E2KK8SVGJRXNF89Z224HNJM3,inject casual luxury weekend plan cashmere sweater named two best day week,kid girl accessory unknown name detail dtype object,weekend v neck cashmere sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2130,3969,01E2M1QNW8RT03Q5QKJZQT2AY4,scattering spot animates breezy blouse cut silk blend chiffon look elegance ease,jewelry accessory accessory belt unknown name detail dtype object,ditsy dot long sleeve silk blend button shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2131,3970,01E2M1PEAMYZ2FG9AZTYFJ68P9,roomy fit still feel modern refined luxe boiled cashmere sweater chill chasing funnel neck,kid girl toddler girl dress k unknown name detail dtype object,boiled cashmere funnel neck pullover,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2132,3971,01E2M2AR610W81VYK7QH4WSEDD,crisp front pleat accentuate cropped tapered silhouette polished versatile pant,men store apparel sportscoats blazer unknown name detail dtype object,tapered crop pant,unknown,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2133,3972,01E2M2D6GPDG38MXVM23FSYDEY,utility detail slim stripe ramp casual cool breezy belted skirt cut lightweight italian made fabric,kid baby gear blanket unknown name detail dtype object,stripe belted utility skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2134,3973,01E2M1R8ZSGKJZKGETM58ZFVNP,luxe cashmere blended lightweight linen create season sweater wear repeat,kid baby month infant girl footies romper unknown name detail dtype object,double v neck cashmere linen sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2135,3974,01E2M1RJS58N1ZSHE9FKVNA6TQ,gathered pleat curved hem fashion floaty drape easy pull skirt relaxed refinement punctuated crushed woven fabrication,jewelry accessory jewelry ring stackable ring unknown name detail dtype object,crushed drape skirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2136,3975,01E2KKMHH0VJ56GNSZWCHVSJAW,ribbed trim tonal button refine look lightweight cashmere cardi thing battling overenthusiastic ac office,men store apparel sportscoats blazer unknown name detail dtype object,shrunken fit button front cashmere cardigan,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2137,3976,01E2KKAMBQX951SNSD0Y3N7GJ5,essence staple piece frequent wear minimally detailed ribbed cardi knit luxe cashmere stylish smart,jewelry accessory sunglass reader round oval unknown name detail dtype object,ribbed cashmere cardigan sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2138,3977,01E2KKF22D0Y04DHS85QVTBNF9,wide leather band brings luxe touch slide sandal lifted sporty striped wedge,kid girl girl bottom kid old n unknown name detail dtype object,sarria wedge sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2139,3978,01E2KKP2NRVCC862TK2FJN6MCR,vince make classic menswear shirt look feel le buttoned oversized airy cut italian cotton blend heathery pencil stripe,kid girl accessory unknown name detail dtype object,oversize stripe shirt,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2140,3979,01E2KKHZAN4HXHEQNY155QNARQ,work beyond flowy skirt tie wrapping high waist paneled brushed wool blend supple cozy feel inside,men store accessory tie pocket square tie unknown name detail dtype object,wool blend midi skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2141,3981,01E2KKT6DAB5WP8NRBGNWVWKGW,lustrous silk array hue elevates band collar top simple loose cut make deciding wear breeze,kid girl toddler girl bottom k unknown name detail dtype object,band collar silk shirt,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2142,3982,01E223F1X8225R712XWJSC2716,pleat front trouser cut easy fit elasticized back waistband right amount slouchy cool,men store apparel polo tee shirt men unknown name detail dtype object,pleat front tapered pant,unknown,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2143,3984,01E223GDRKR84THXZ54GJEW60Y,delicate crochet outline luxe tank made pure cashmere,kid baby month infant boy top unknown name detail dtype object,cashmere camisole,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2144,3994,01E2KMWQ3DWMA6ZXNZ2F9YS202,sartorial stripe play chic leg lengthening cut pant drapey italian twill covered buckle belt wrapping high waist,men store apparel sweater unknown name detail dtype object,belted stripe wide leg pant,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2145,3997,01E2KW9H25Q6Z23KK5WY6W957N,lightweight wool knit fine gauge give seasonless wearability staple sweater styled deep dip neckline,kid baby month infant girl footies romp unknown name detail dtype object,deep v neck long sleeve wool sweater,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2146,3998,01E2KKZVB0K11N4XT14QKNJYYC,extra long sleeve scrunchy funnel neck amp comfy factor relaxed chunky knit sweater warmed wool rich yarn,kid baby month infant girl footies romp unknown name detail dtype object,lofty wool blend funnel neck sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2147,4000,01E2M1AV2XYAJ9A6E904KX7VER,layer load swagger look slouchy pant crafted fine blend wool cashmere,jewelry accessory sunglass reader square rec unknown name detail dtype object,wool cashmere wide leg pant,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2148,4001,01E2M17FPXC2G35GXXQ3RBEAY1,cut supremely soft pima cotton blend staple tee easy favorite,kid girl accessory unknown name detail dtype object,pima cotton blend tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2149,4002,01E2M1JY30WJ12Q73QJQDWZZH1,slim sash gather warmth easy elegance ribbed tunic sweater knit luxe yarn blend feature wool cashmere,jewelry accessory watch men store unknown name detail dtype object,tie front wool cashmere tunic sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2150,4003,01E2M13T9PSR3BX40CAEJ21H4B,cotton kissed touched stretch minimalist pant feel great look neat ready head work play,men store apparel pant sweatpants jogger unknown name detail dtype object,crop flare trouser,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2151,4004,01E2M1B9W1RQK446VGPK9TXGNJ,vacation ready vibe free flowing dress patterned whispery plaid cut gloriously rumpled fabric,kid baby month infant boy bottom unknown name detail dtype object,hazy plaid cami dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2152,4005,01E2M1568VBQRCPMBCWBWPRF6H,crossed neckline refines classic hoodie done neutral hue cut soft stretch kissed cotton blend,men store shoe sneaker men store shoe unknown name detail dtype object,crossover collar hooded sweatshirt,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2153,4007,01E2M16WYZECRSDHBSR7QG3NRK,show shine irresistibly fun wear culotte cut glowy pleated fabric,jewelry accessory accessory hair accessory unknown name detail dtype object,iridescent pliss culotte,unknown,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2154,4008,01E2M168M4E7HME63NCMP3N2H2,refine relaxation option half zip pullover done creamy neutral hue,men store apparel sweatshirt hoodies q unknown name detail dtype object,cozy half zip pullover top,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2155,4009,01E2KKER3D2XJ91RNJXDNB6QET,draped cut enhances lustrous appeal satin dress delivers statement timelessly chic,home hi tech hg olddnu dining entertaining tab unknown name detail dtype object,bias cut short sleeve satin dress,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2156,4010,01E5ZY7Q91G5RC3FGDKFJ5J2TJ,essence staple piece frequent wear classic striped shirt made luxe blend cotton silk stylish smart,men store apparel polo tee shirt unknown name detail dtype object,fine stripe cotton silk blouse,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2157,4011,01E5ZSPH2NWAKR1DX53E0X08KD,study artful architecture convertible japanese cotton shirt worn standard button switched offer modern silhouette,men store accessory hat visor hat unknown name detail dtype object,convertible cotton button shirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2158,4012,01E5ZSZH7VX08J8KXPP5EC3QAJ,shade whispered lilac lightens substantial sweater knit oversized fit mohair blend,saks beauty place color lip lip care saks unknown name detail dtype object,mohair blend sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2159,4014,01E6051PY9K5EQP2SN11EGDK5E,underappreciated classic wool cashmere sweater dress feature dolman sleeve silhouette low enough cut v back bit allure,jewelry accessory accessory belt unknown name detail dtype object,dolman sleeve long sleeve cashmere blend sweater dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2160,4015,01E6050SJ63PXBDFSNGBCQDX6V,slub knit top made breezy cotton linen stay laid back lane flowy fit dolman sleeve,home hi tech home vasesbowls unknown name detail dtype object,cotton linen top,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2161,4016,01E5ZSW155H58VVKEQ6ACQX01E,top casual look sporty sweater fastened half zip closure knit yarn blend focus soft cotton,jewelry accessory sunglass reader square rec unknown name detail dtype object,half zip cotton blend sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2162,4017,01E5ZVGPSHM2RK7R12FXV1Z3NF,covered buckle striped sole elevate classic double strap sandal set supportive contoured footbed,jewelry accessory sunglass reader oversized unknown name detail dtype object,glyn slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2163,4018,01E5ZVQ432C8PCKNPQBRAF6EVA,neat mock neck elevates staple top done extra soft pima cotton,kid designer shop kid boy boy unknown name detail dtype object,mock neck short sleeve pima cotton shirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2164,4019,01E5ZS5QNDJDMDD8TSRPMM17G6,pleated staple pant look plenty polished still equally comfortable thanks elastic finishing back waist,jewelry accessory sunglass reader aviator unknown name detail dtype object,pleated ankle trouser,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2165,4020,01E5ZY7W7DHRYSGVG50BHJ8CC5,crinkled fabric slimmest stripe play nicely relaxed fit wear anywhere top cut breezy lightweight fabric,kid baby month infant girl top ki unknown name detail dtype object,stripe split neck blouse,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2166,4021,01E5ZWV4NJSVHPNAJ0Y2MYJH9B,smarten summery day look slimly tailored stretch cotton walking short reach regular,jewelry accessory accessory wrap scarf sq unknown name detail dtype object,coin pocket stretch cotton bermuda short,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2167,4022,01E60637M6X6YHTZR74D1TA1VP,lightweight layer insulation add chilly weather utility button front jacket poised addition ensemble,kid baby month infant girl footies romp unknown name detail dtype object,insulated jacket,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2168,4023,01E5ZV0GPKX232WGRDAX104W71,rich textural mix suede leather hardy platform sole distinguish classic high top sneaker,old skin care anti aging saks beauty place unknown name detail dtype object,ina high top sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2169,4024,01E5ZT1P10R1WTTZW0H84XZE64,cut summery linen blend easy pull style pant take wherever headed sunny season,jewelry accessory sunglass reader oversized unknown name detail dtype object,pleat front pull linen blend trouser,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2170,4025,01E60549Z4CDCPXH6NR4BFB5N8,staple top lined skinny stripe cut soft pima cotton styled slightly longer sleeve optimal versatile arm coverage,men store accessory cuff link tie bar unknown name detail dtype object,stripe pima cotton tee,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2171,4026,01E605KGCR10CFANSZBFNQZGJS,unstructured cut casually crinkled japanese fabric top wear elegant ease style agenda,kid baby gear blanket unknown name detail dtype object,crinkle top,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2172,4027,01E606KJS1CGPN1QADPAN9KJRN,minimalist modern masterfully crafted sandal live season styled toe loop gently lifted cylindrical heel,kid baby month infant girl footies romp unknown name detail dtype object,maro toe loop sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2173,4028,01E604TP5D2ZEDED5FH4VWXV6J,indulge luxe softness flattering wrapped midi made woolly cashmere blend cozy ribbing slender waist tie,home hi tech home vasesbowls unknown name detail dtype object,ribbed wrap long sleeve wool cashmere midi dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2174,4029,01E606ECJ368BHVJQCDXTR5R7K,sheen finish decidedly drapey silhouette one button blazer casually elegant staple want wear everywhere,men store apparel sportscoats blazer unknown name detail dtype object,drapey boyfriend blazer,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2175,4030,01E2KY7HRN6JPXV45NHF5FV9G7,day night polish woolly high waist pant designed flattering front pleat,saks beauty place color eye liner saks unknown name detail dtype object,high waist tailored pant,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2176,4031,01E2KYZTARERK9ZZT1VCGSJD82,roomy cardi ready day need laid back layer,home hi tech home picture frame unknown name detail dtype object,oversize cotton fleece cardigan,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2177,4032,01E2KYH0G6C23Z5TAJBHBB6ZB1,quest perfect everyday cotton tee end,unknown unknown name detail dtype object,essential crewneck tee,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2178,4033,01E2KYYERT7TQEKSCFWHTK7J37,add laid back luster ootd silk satin blouse cut gracefully rippling drape,jewelry accessory accessory wrap scarf long unknown name detail dtype object,v neck silk satin top,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2179,4035,01E2KYDMZF5RVVD4G21A3NPB39,layer luster pure silk blouse subtly structured belled sleeve knotted detail centering front,jewelry accessory watch contemporary unknown name detail dtype object,knot front long sleeve silk blouse,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2180,4036,01E2KYHY067WJR1G2GFP3W6GS2,cork textured flatform dramatically ramp retro appeal breezy sandal styled wraparound strap ring ankle,kid girl toddler girl pajama k unknown name detail dtype object,jet cork platform sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2181,4037,01E2KYJ32QDXR9M6RW5EHXPF6S,wide folded strap cross foot slingback sandal sturdy tortoiseshell heel cut subtle curve,home hi tech hg olddnu dining entertaining tab unknown name detail dtype object,jetta sandal,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2182,4038,01E2KW8EV2W4J8SXK6J3VZNPE1,next evolution grandfather cardigan posh menswear inspired coat indulgently cozy roomy three quarter cut warm wool blend knit,kid shoe girl kid shoe boy unknown name detail dtype object,notch collar cardigan coat,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2183,4039,01E2KN4MEVZB6VNV18900X7E82,quest perfect everyday cotton tee end,kid baby month infant boy footies romper unknown name detail dtype object,essential crewneck tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2184,4040,01E2KKM30B3ZFZSYF2YM9BK5S9,unstructured fit informs casually cool attitude luxe sweater knit cashmere linen yarn,kid boy accessory kid old back unknown name detail dtype object,cashmere linen sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2185,4041,01E2KZ3SWVVB1NHCM1V7M2A72T,classic current impossibly soft leather jacket feature minimalist silhouette maximizes pair,kid baby month infant girl top unknown name detail dtype object,zip cross front leather jacket,unknown,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2186,4042,01E2M3X0DG9N3PNCEH959KVH50,cashmere sweater express ultimate laid back luxury slouchy fit broadly set v neck,men store apparel dress shirt unknown name detail dtype object,v neck cashmere sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2187,4043,01E2M14QNN50F0BWHFMRWSCVDR,quintessential trench cover everything lightweight style soft structure pared detail effortless look,home hi tech holiday holiday tabletop home hi tech unknown name detail dtype object,drapey tech trench coat,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2188,4046,01E2KZVCC0GK0XCMQWPD753M5T,sweetly whispered magnolia trail band collar blouse cut relaxed fit,kid girl girl top unknown name detail dtype object,painted magnolia band collar blouse,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2189,4047,01E2KZ2JE5TPD1KBVGA2YAC8P8,vince so cal root evident wardrobe building midi skirt deftly draped faux wrap style look feel effortless,kid girl girl dress kid old n unknown name detail dtype object,twist drape midi skirt,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2190,4050,01E2KXMXFBGWXXWH3YEGGKMRKN,cropped tapered cut enhances contemporary design versatile wool blend pant,men store apparel short unknown name detail dtype object,tapered wool blend crop pant,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2191,4051,01E2KZYW2S6EVDJGS5J36QQEFE,stripe always style especially drawn across whisper light tee cut soft cotton blend,men store apparel outerwear parka puffer qu unknown name detail dtype object,chalk stripe long sleeve cotton blend top,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
